Location,Cross_Street,Latitude,Longitude,Date_Reported,Date_Occurred,Time_Occurred,Area_ID,Area_Name,Reporting_District_no,Part 1-2,Modus_Operandi,Victim_Age,Victim_Sex,Victim_Descent,Premise_Code,Premise_Description,Weapon_Used_Code,Weapon_Description,Status,Status_Description,Crime_Category
11300    OTSEGO                       ST,,34.163,-118.3774,8/26/2020 0:00,8/25/2020 0:00,2230,15,N Hollywood,1555,1,,0,,,101,STREET,,,IC,Invest Cont,Property Crimes
8900    DE SOTO                      AV,,34.2318,-118.5885,2/10/2020 0:00,2/7/2020 0:00,1540,17,Devonshire,1781,1,1606 0344 0352,0,X,X,402,MARKET,,,IC,Invest Cont,Property Crimes
200 N  CENTRE                       ST,,33.7442,-118.2835,1/31/2020 0:00,1/31/2020 0:00,755,5,Harbor,558,2,0913 0429 0444 0552 1251,10,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,Crimes against Persons
PRIMAVERA WALK,MARICOPA                     DR,34.1105,-118.2238,6/25/2020 0:00,6/8/2020 0:00,1400,11,Northeast,1135,1,0349 0394,23,F,F,101,STREET,,,IC,Invest Cont,Property Crimes
100 N  LOS ANGELES                  ST,,34.0515,-118.2424,9/7/2020 0:00,9/6/2020 0:00,2130,1,Central,127,1,1415,0,M,X,753,DETENTION/JAIL FACILITY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
5900    LEXINGTON                    AV,,34.0926,-118.3191,7/10/2020 0:00,7/9/2020 0:00,1500,6,Hollywood,667,1,,0,,,101,STREET,,,IC,Invest Cont,Property Crimes
13300    KELOWNA                      ST,,34.2488,-118.4223,7/9/2020 0:00,7/9/2020 0:00,145,16,Foothill,1651,2,1501 1300 1402,0,M,O,101,STREET,,,AA,Adult Arrest,Crimes against Public Order
DE LONGPRE,JUNE,34.0962,-118.3342,9/4/2020 0:00,9/4/2020 0:00,300,6,Hollywood,646,1,1822 0400 0448 0416 1300 1309 1313,22,F,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Property Crimes
400 W  51ST                         ST,,33.9965,-118.281,5/7/2020 0:00,5/6/2020 0:00,2000,12,77th Street,1209,1,344,35,M,H,101,STREET,,,IC,Invest Cont,Property Crimes
BEETHOVEN,CORAL TREE                   PL,33.9781,-118.4222,10/18/2020 0:00,10/18/2020 0:00,1900,14,Pacific,1463,2,1822 0400,50,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
3500 W  15TH                         ST,,34.0454,-118.3237,11/27/2020 0:00,11/27/2020 0:00,625,7,Wilshire,769,2,2000 1814 0400,22,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
700    WILCOX                       AV,,34.0835,-118.331,9/25/2020 0:00,8/10/2020 0:00,635,6,Hollywood,676,2,329,33,M,B,707,GARAGE/CARPORT,,,IC,Invest Cont,Property Crimes
VERNON                       AV,2ND                          AV,34.0037,-118.3193,1/27/2020 0:00,1/27/2020 0:00,1305,3,Southwest,392,2,2038 2025 1814 2000,39,F,B,101,STREET,,,IC,Invest Cont,Crimes against Public Order
WASHINGTON                   BL,10TH                         AV,34.0429,-118.3329,2/24/2020 0:00,2/24/2020 0:00,1530,7,Wilshire,777,2,0400 0919,40,F,O,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
35TH                         ST,GRAMERCY                     PL,34.0268,-118.2808,3/26/2020 0:00,3/26/2020 0:00,1810,3,Southwest,328,2,0913 0416 0446,21,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
5500    VINELAND                     AV,,34.1707,-118.3703,10/26/2020 0:00,10/24/2020 0:00,1900,15,N Hollywood,1549,1,1309 0325,0,M,O,203,OTHER BUSINESS,,,IC,Invest Cont,Property Crimes
900 E  43RD                         ST,,34.0057,-118.2599,6/18/2020 0:00,6/17/2020 0:00,1900,13,Newton,1353,1,,0,,,101,STREET,,,IC,Invest Cont,Property Crimes
6600    CRANER                       AV,,34.1912,-118.3692,6/3/2020 0:00,6/3/2020 0:00,100,15,N Hollywood,1519,2,2038,49,F,H,102,SIDEWALK,,,AO,Adult Other,Crimes against Public Order
7900    NITA                         AV,,34.2135,-118.6137,4/22/2020 0:00,4/22/2020 0:00,1315,21,Topanga,2114,2,2038,76,M,W,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,Crimes against Public Order
11700    COLLINS                      ST,,34.174,-118.3877,5/21/2020 0:00,5/21/2020 0:00,2225,15,N Hollywood,1525,1,0913 0408 1414 2000 0400 0416 1813,31,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,Violent Crimes
1600 S  BROADWAY,,34.0342,-118.2636,1/23/2020 0:00,1/23/2020 0:00,715,1,Central,195,2,0416 1822 1266 2004,29,M,H,210,RESTAURANT/FAST FOOD,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
19500    NORMANDIE                    AV,,33.8481,-118.3041,6/3/2020 0:00,6/3/2020 0:00,1400,5,Harbor,504,1,0104 0325,0,X,X,404,DEPARTMENT STORE,,,AA,Adult Arrest,Property Crimes
10900 S  FIGUEROA                     ST,,33.9374,-118.2826,5/28/2020 0:00,5/28/2020 0:00,650,18,Southeast,1842,1,0913 0361 0342 2021 0416,56,M,B,108,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,Violent Crimes
22300    ACORN                        ST,,34.2455,-118.6135,11/7/2020 0:00,11/7/2020 0:00,940,17,Devonshire,1761,1,1202 0344 1822 0216 0202,60,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Property Crimes
7400 N  LANKERSHIM                   BL,,34.2045,-118.392,6/16/2020 0:00,6/15/2020 0:00,1400,15,N Hollywood,1504,2,906,0,M,O,403,DRUG STORE,,,IC,Invest Cont,Crimes against Public Order
500 N  SERRANO                      AV,,34.0799,-118.3069,9/23/2020 0:00,9/23/2020 0:00,2140,20,Olympic,2004,2,0913 1310 1302 0419 0416 0447,56,F,H,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
1600 W  39TH                         ST,,34.0146,-118.311,12/5/2020 0:00,12/5/2020 0:00,1520,3,Southwest,375,2,0209 0421 0432 1822,24,M,H,102,SIDEWALK,511,VERBAL THREAT,IC,Invest Cont,Crimes against Public Order
15100    NORDHOFF                     ST,,34.2434,-118.4611,6/22/2020 0:00,6/21/2020 0:00,2200,19,Mission,1962,1,0344 0385,35,M,O,108,PARKING LOT,,,IC,Invest Cont,Property Crimes
11900    BURBANK                      BL,,34.1721,-118.3926,12/5/2020 0:00,12/5/2020 0:00,1330,15,N Hollywood,1545,2,1915,26,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,Fraud and White-Collar Crimes
4000    VERDUGO                      RD,,34.123,-118.2313,2/6/2020 0:00,2/4/2020 0:00,1900,11,Northeast,1112,1,344,36,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Property Crimes
1200    MAPLE                        AV,,34.0388,-118.2574,8/30/2020 0:00,8/30/2020 0:00,1530,1,Central,185,1,0416 1822,57,M,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
300 S  SPRING                       ST,,34.0496,-118.2476,10/11/2020 0:00,10/9/2020 0:00,1730,1,Central,135,1,,0,,,101,STREET,,,IC,Invest Cont,Property Crimes
10900    EXPOSITION                   BL,,34.0363,-118.4297,10/21/2020 0:00,4/1/2020 0:00,1,8,West LA,884,2,1822 0100 0922,32,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Fraud and White-Collar Crimes
6900    TROLLEYWAY                   ST,,33.9574,-118.4501,10/27/2020 0:00,10/27/2020 0:00,745,14,Pacific,1471,2,0913 2000 1814,31,M,O,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,Violent Crimes
13300    TERRA BELLA                  ST,,34.2552,-118.4225,3/3/2020 0:00,3/2/2020 0:00,1200,16,Foothill,1641,1,,0,,,101,STREET,,,IC,Invest Cont,Property Crimes
5TH                          ST,MAPLE                        ST,34.0454,-118.2465,11/16/2020 0:00,11/16/2020 0:00,1800,1,Central,146,1,,0,,,101,STREET,,,IC,Invest Cont,Property Crimes
200 S  GAFFEY                       ST,,33.7419,-118.2923,8/8/2020 0:00,8/8/2020 0:00,120,5,Harbor,557,2,0913 0416 1814 2000,36,M,H,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
3900 W  6TH                          ST,,34.0655,-118.3114,11/10/2020 0:00,11/9/2020 0:00,2344,20,Olympic,2022,2,0555 0913 0305 0416 0446,42,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
1100    LOGAN                        ST,,34.0754,-118.2595,9/11/2020 0:00,9/9/2020 0:00,2000,2,Rampart,218,1,0344 1307 1609 0377,27,F,H,108,PARKING LOT,,,IC,Invest Cont,Property Crimes
800    TULAROSA                     DR,,34.0828,-118.2803,4/26/2021 0:00,10/28/2020 0:00,1200,2,Rampart,204,2,1822 0928 0100,55,F,W,203,OTHER BUSINESS,,,IC,Invest Cont,Fraud and White-Collar Crimes
15400    VINCENNES                    ST,,34.2409,-118.4719,5/11/2020 0:00,5/9/2020 0:00,1500,19,Mission,1961,1,0321 0344,61,M,W,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,Property Crimes
1300 W  53RD                         ST,,33.9941,-118.2985,11/3/2020 0:00,10/29/2020 0:00,2200,12,77th Street,1215,1,,0,,,101,STREET,,,IC,Invest Cont,Property Crimes
4300    DEGNAN                       BL,,34.006,-118.3315,1/26/2020 0:00,1/26/2020 0:00,1730,3,Southwest,393,2,1822 0400 1202 2021,67,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
1700    STEARNS                      DR,,34.0439,-118.3735,11/12/2020 0:00,11/11/2020 0:00,1042,7,Wilshire,762,2,,0,,,203,OTHER BUSINESS,,,AO,Adult Other,Fraud and White-Collar Crimes
3600    ARLINGTON                    AV,,34.0222,-118.3177,10/3/2020 0:00,10/3/2020 0:00,1800,3,Southwest,355,2,0305 0419 0448 0603 0913 1251 1258,12,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
200 E  88TH                         ST,,33.9572,-118.2717,6/21/2020 0:00,6/21/2020 0:00,2230,18,Southeast,1803,2,1822 0388 1212,0,X,X,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,Other Crimes
4700    YORK                         BL,,34.1228,-118.2136,6/26/2020 0:00,6/12/2020 0:00,1045,11,Northeast,1125,2,1822 0930,33,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Fraud and White-Collar Crimes
900 W  65TH                         ST,,33.9801,-118.2914,4/17/2020 0:00,4/17/2020 0:00,1020,12,77th Street,1248,1,0913 0561 0416 0446 0417 0408 1202 0319 0344 0421,67,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
100 E  WASHINGTON                   BL,,34.0335,-118.2619,3/29/2020 0:00,3/29/2020 0:00,850,1,Central,195,2,1414 1202 0416 1402 1822,72,M,H,202,LIQUOR STORE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
700 S  BRONSON                      AV,,34.0597,-118.319,9/1/2020 0:00,8/29/2020 0:00,800,20,Olympic,2031,1,0344 1822,48,M,F,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Property Crimes
1100    BELLEVUE                     AV,,34.0653,-118.2492,10/16/2020 0:00,9/15/2020 0:00,1900,2,Rampart,219,1,0344 0352 0394 1822,16,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,Property Crimes
1900 W  OLYMPIC                      BL,,34.0508,-118.2777,10/18/2020 0:00,10/18/2020 0:00,1530,2,Rampart,275,1,0334 0416 0445 1236 0216 1822,23,F,H,503,HOTEL,312,PIPE/METAL PIPE,IC,Invest Cont,Violent Crimes
1400 S  WILTON                       PL,,34.0463,-118.3145,8/8/2020 0:00,8/8/2020 0:00,1620,20,Olympic,2071,2,0432 0421 0913 1239 1810 2006,32,F,W,514,GROUP HOME,511,VERBAL THREAT,AA,Adult Arrest,Crimes against Public Order
1400 W  8TH                          ST,,33.737,-118.3077,2/18/2020 0:00,2/16/2020 0:00,1,5,Harbor,561,2,1822 0923,57,F,H,732,POST OFFICE,,,IC,Invest Cont,Fraud and White-Collar Crimes
42ND,OLIVE,34.0074,-118.2794,1/1/2020 0:00,1/1/2020 0:00,1745,13,Newton,1351,2,0416 0913,56,M,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
13700    SIMSHAW                      AV,,34.321,-118.4151,8/11/2020 0:00,8/10/2020 0:00,2130,19,Mission,1909,1,,0,,,101,STREET,,,IC,Invest Cont,Property Crimes
5300    ZELZAH                       AV,,34.167,-118.522,11/17/2020 0:00,11/14/2020 0:00,1100,10,West Valley,1065,2,0329 1822 1414,41,M,W,140,BALCONY*,,,IC,Invest Cont,Property Crimes
5200    VINELAND                     AV,,34.1649,-118.3703,1/17/2021 0:00,12/30/2020 0:00,1315,15,N Hollywood,1548,1,0344 0394,26,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,Property Crimes
9000 N  SEPULVEDA                    BL,,34.2337,-118.4676,6/9/2020 0:00,6/9/2020 0:00,1845,19,Mission,1972,1,0325 1402,0,M,O,405,CLOTHING STORE,,,IC,Invest Cont,Property Crimes
7000    WOODLEY                      AV,,34.1975,-118.4837,11/20/2020 0:00,11/17/2020 0:00,2330,10,West Valley,1029,1,1300 1606 0344,32,M,O,108,PARKING LOT,,,IC,Invest Cont,Property Crimes
WALL                         ST,WINSTON                      ST,34.0455,-118.2452,5/22/2020 0:00,5/22/2020 0:00,1405,1,Central,146,1,,0,,,101,STREET,,,IC,Invest Cont,Property Crimes
15300    WEDDINGTON                   ST,,34.1667,-118.4662,6/13/2020 0:00,6/12/2020 0:00,2100,9,Van Nuys,952,1,0321 0344 1601,25,M,W,108,PARKING LOT,,,IC,Invest Cont,Property Crimes
7500 N  SEPULVEDA                    BL,,34.2066,-118.4662,10/27/2020 0:00,10/27/2020 0:00,1448,9,Van Nuys,904,2,2000 1813 0416 0913,23,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,Violent Crimes
18100    STRATHERN                    ST,,34.2157,-118.5273,6/3/2020 0:00,6/3/2020 0:00,145,10,West Valley,1004,2,0400 0416 0913 1820,24,M,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
300 N  ST ANDREWS                   PL,,34.0799,-118.3113,10/11/2020 0:00,10/11/2020 0:00,800,20,Olympic,2002,2,1822 0329 1307,33,F,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,Property Crimes
700    FREMONT VILLAS               ST,,34.0978,-118.1836,7/13/2020 0:00,7/12/2020 0:00,1900,4,Hollenbeck,406,1,0913 0334,38,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",205,KITCHEN KNIFE,IC,Invest Cont,Crimes against Public Order
5600    WILSHIRE                     BL,,34.0624,-118.3504,5/29/2020 0:00,5/23/2020 0:00,1225,7,Wilshire,745,1,1501,23,F,W,504,OTHER RESIDENCE,,,IC,Invest Cont,Property Crimes
6000    DE SOTO                      AV,,34.1793,-118.5905,1/31/2020 0:00,1/31/2020 0:00,2150,21,Topanga,2158,1,0913 1814 2000 0416 0429 2002 0330,20,F,W,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,Violent Crimes
18400    BURBANK                      BL,,34.1718,-118.5338,2/24/2020 0:00,2/24/2020 0:00,215,10,West Valley,1063,1,0344 1822 1611,0,M,W,702,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,Property Crimes
16000    VALLEY VISTA                 BL,,34.1529,-118.4749,8/14/2020 0:00,8/14/2020 0:00,315,10,West Valley,1089,1,1609 1822 0344 1402 2004 1420 1414,42,M,H,101,STREET,,,AO,Adult Other,Property Crimes
51ST                         ST,HOOVER                       ST,33.9964,-118.2872,11/23/2020 0:00,11/21/2020 0:00,1800,12,77th Street,1208,1,0344 1307 0329,23,M,H,101,STREET,,,IC,Invest Cont,Property Crimes
18800    TRIBUNE                      ST,,34.2669,-118.5432,9/17/2020 0:00,8/17/2020 0:00,1111,17,Devonshire,1727,1,0344 0394,44,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Property Crimes
9300    CORBIN                       AV,,34.2391,-118.5623,6/10/2020 0:00,5/30/2020 0:00,28,17,Devonshire,1764,1,344,0,X,X,108,PARKING LOT,,,IC,Invest Cont,Property Crimes
5300    PLAYA VISTA                  DR,,33.9749,-118.4281,7/15/2020 0:00,7/15/2020 0:00,1145,14,Pacific,1463,1,0334 2004 1822,50,M,W,102,SIDEWALK,207,OTHER KNIFE,IC,Invest Cont,Violent Crimes
VAN NUYS                     BL,WOODMAN,34.2475,-118.4476,11/15/2020 0:00,11/12/2020 0:00,1800,19,Mission,1958,1,0344 2032,47,F,H,102,SIDEWALK,,,IC,Invest Cont,Property Crimes
6500    DEBS                         AV,,34.1882,-118.6499,6/6/2020 0:00,5/16/2020 0:00,1330,21,Topanga,2141,2,1822 0923 0929,53,F,O,727,SHOPPING MALL (COMMON AREA),,,IC,Invest Cont,Fraud and White-Collar Crimes
SUNSET                       BL,BATES                        AV,34.0947,-118.2828,7/21/2020 0:00,7/20/2020 0:00,730,11,Northeast,1162,1,,0,,,101,STREET,,,IC,Invest Cont,Property Crimes
1200    255TH                        ST,,33.7928,-118.2989,9/14/2020 0:00,9/14/2020 0:00,1800,5,Harbor,513,1,0342 1300 0416 1309 1822,38,M,H,101,STREET,114,AIR PISTOL/REVOLVER/RIFLE/BB GUN,IC,Invest Cont,Violent Crimes
2000    ALBERTA                      AV,,33.9863,-118.469,11/8/2020 0:00,11/6/2020 0:00,500,14,Pacific,1431,1,1501,36,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,Property Crimes
8400    MELROSE                      PL,,34.0835,-118.3734,5/28/2020 0:00,5/28/2020 0:00,1453,7,Wilshire,701,2,0400 0416 1309,31,F,W,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
2100    OAK GLEN                     PL,,34.0937,-118.2547,1/14/2021 0:00,12/21/2020 0:00,1100,11,Northeast,1173,2,0400 0419 0552 0416 0913,16,F,O,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Crimes against Persons
900    FISKE                        ST,,34.0454,-118.5217,9/18/2020 0:00,6/19/2020 0:00,2100,8,West LA,802,2,0400 0913,12,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
15600 W  SUNSET                       BL,,34.0561,-118.5512,1/28/2020 0:00,1/24/2020 0:00,800,8,West LA,811,1,1822 0344 1609,29,F,W,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,Property Crimes
6700    HAYVENHURST                  AV,,34.1922,-118.4924,4/28/2020 0:00,4/28/2020 0:00,700,10,West Valley,1008,1,,0,,,108,PARKING LOT,,,IC,Invest Cont,Property Crimes
ALVARADO,PICO,34.0473,-118.2827,3/16/2020 0:00,3/16/2020 0:00,2030,2,Rampart,281,1,1822 0216 1609 0344 0345,45,M,H,102,SIDEWALK,,,IC,Invest Cont,Property Crimes
300 W  SANDISON                     ST,,33.7932,-118.2659,3/6/2020 0:00,3/6/2020 0:00,1045,5,Harbor,515,1,0344 1606 1202 0216,78,F,H,707,GARAGE/CARPORT,,,IC,Invest Cont,Property Crimes
1500 W  37TH                         ST,,34.021,-118.3029,1/7/2020 0:00,1/6/2020 0:00,1100,3,Southwest,356,1,1307 1609 0321 0329 1202,71,F,B,101,STREET,,,IC,Invest Cont,Property Crimes
5100    DENNY                        AV,,34.1631,-118.3648,5/13/2020 0:00,5/12/2020 0:00,1505,15,N Hollywood,1557,2,2038,55,F,A,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,Crimes against Public Order
7200    RESEDA                       BL,,34.2012,-118.536,5/14/2020 0:00,5/14/2020 0:00,515,10,West Valley,1015,2,2000 0400 1814 0447 0913 0421 0443 2004,24,F,H,301,GAS STATION,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
1600 N  LA BREA                      AV,,34.1007,-118.3494,1/1/2020 0:00,1/1/2020 0:00,1515,6,Hollywood,643,1,344,38,M,W,707,GARAGE/CARPORT,,,AA,Adult Arrest,Property Crimes
11600    MAYFIELD                     AV,,34.0531,-118.4618,12/21/2020 0:00,12/19/2020 0:00,2230,8,West LA,832,1,0352 1822 0321 1607 0386 0344,26,F,W,707,GARAGE/CARPORT,,,IC,Invest Cont,Property Crimes
L                            ST,RONAN                        AV,33.7613,-118.2819,8/3/2020 0:00,7/28/2020 0:00,1300,5,Harbor,523,2,0329 1300,55,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,Property Crimes
WILLOUGHBY,LA BREA,34.0871,-118.3441,8/30/2020 0:00,8/30/2020 0:00,1326,6,Hollywood,665,1,1300 1601 1606 1822 0344,34,M,O,101,STREET,,,IC,Invest Cont,Property Crimes
1900    ECHO PARK                    AV,,34.0862,-118.2518,12/17/2020 0:00,12/16/2020 0:00,2100,11,Northeast,1184,1,,0,,,101,STREET,,,IC,Invest Cont,Property Crimes
5700    WILLOW CREST                 AV,,34.174,-118.3627,11/22/2020 0:00,11/22/2020 0:00,110,15,N Hollywood,1539,2,0344 1218,34,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
10500    EASTBORNE                    AV,,34.0554,-118.4292,12/14/2020 0:00,12/12/2020 0:00,1300,8,West LA,834,1,,0,,,707,GARAGE/CARPORT,,,IC,Invest Cont,Property Crimes
HELIOTROPE,SANTA MONICA,34.0909,-118.295,12/8/2020 0:00,12/7/2020 0:00,1945,11,Northeast,1163,2,0400 0913 1805 0416 0446 0202,26,F,O,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
4900    LOUISE                       AV,,34.1586,-118.5098,10/19/2020 0:00,10/18/2020 0:00,1455,10,West Valley,1077,2,1501 1822 2004,59,F,W,504,OTHER RESIDENCE,,,AA,Adult Arrest,Fraud and White-Collar Crimes
3RD,VERMONT,34.0691,-118.2905,2/7/2020 0:00,2/7/2020 0:00,1520,20,Olympic,2019,2,1822 1309 1310 0416,56,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,Violent Crimes
7100    LINDLEY                      AV,,34.1993,-118.5273,10/15/2020 0:00,10/15/2020 0:00,2055,10,West Valley,1025,1,1822 0411 0345 1414 1420 0202 0906 0371 1270,31,M,H,108,PARKING LOT,207,OTHER KNIFE,IC,Invest Cont,Violent Crimes
8900    CEDROS                       AV,,34.2318,-118.4536,1/17/2020 0:00,1/1/2020 0:00,800,19,Mission,1974,2,1259 0558 1906,15,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Crimes against Public Order
300 S  AVENUE 20,,34.0703,-118.2186,6/11/2020 0:00,6/11/2020 0:00,100,4,Hollenbeck,421,1,,0,,,101,STREET,,,IC,Invest Cont,Property Crimes
1300 W  38TH                         ST,,34.0173,-118.3002,4/19/2020 0:00,4/19/2020 0:00,2246,3,Southwest,376,2,0522 0556 1251 1259,16,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
400    UNION                        DR,,34.0573,-118.2686,10/14/2020 0:00,10/14/2020 0:00,1200,2,Rampart,257,2,2000 1813 0448 0416 0913,24,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
7800    SAN FERNANDO                 RD,,34.213,-118.3592,2/14/2020 0:00,2/14/2020 0:00,130,16,Foothill,1698,1,0344 1607 0321 1402,58,M,O,203,OTHER BUSINESS,,,IC,Invest Cont,Property Crimes
23300    MULHOLLAND                   DR,,34.1548,-118.6333,12/2/2020 0:00,11/30/2020 0:00,830,21,Topanga,2183,2,1402,0,M,W,601,SAVINGS & LOAN,,,IC,Invest Cont,Other Crimes
400 W  3RD                          ST,,33.7415,-118.2857,4/14/2020 0:00,4/7/2020 0:00,1,5,Harbor,564,1,1300 0344 0352 1606,24,F,B,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,Property Crimes
